"To ask the Secretary of State for Work and Pensions, how many work coaches there are in each jobcentre in which universal credit has been rolled out; how many claimants each work coach is responsible for; where those work coaches are based; and how many work coaches will be appointed in Preston when universal credit is rolled out in that parliamentary constituency."
"To ask the Secretary of State for Work and Pensions, if he will request from the Centre for Health and Disability Assessments the details of how many claimants have requested a recorded employment and support allowance assessment."
"To ask the Secretary of State for Work and Pensions, what steps his Department is taking to ensure prompt and accurate payments of universal credit for people being transferred to that benefit in the run-up to Christmas."
"To ask the Secretary of State for Work and Pensions, how much revenue has been generated by (a) universal credit and (b) other benefit helplines in each of the last five years or for as long as they have been in operation if less than five years; and whether that revenue has been retained for use by his Department or made use of elsewhere in Government."
"To ask the Secretary of State for Work and Pensions, what the (a) lowest, (b) average and (c) highest cost incurred by claimants calling the universal credit helpline was in the last 12 months for which data is available."
"To ask the Secretary of State for Work and Pensions, what training or schemes are offered by his Department to support older, long-term unemployed people."
"To ask the Secretary of State for Work and Pensions, how many people who are long-term unemployed have been identified as requiring additional training; and what steps his Department is taking to provide such training."
"To ask the Secretary of State for Work and Pensions, what financial support his Department has provided to Wheels to Work schemes in rural areas, including Cornwall in each of the last five years."
"To ask the Secretary of State for Work and Pensions, on what date the dedicated team to assist with complaints from women adversely affected by an increase in the state pension age will commence work; what the timetable will be for complaints to be dealt with by that team; and how the outcome of the investigation of that complaint will be communicated to the complainant."
"To ask the Secretary of State for Work and Pensions, what progress his Department has made in the roll-out of the Youth Obligation programme for those claiming universal credit."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, when the Government plans to bring forward proposals to establish a register showing who owns and controls overseas legal entities which own property in the UK."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, what steps he is taking to support the relining of Blast Furnace 5 at Port Talbot steelworks."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, whether he plans to consult (a) Parliament and (b) the public prior to taking decisions on granting hydraulic fracturing consent."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, what plans he has to reduce energy costs for the British steel industry."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, what steps he is taking to ensure that Tata Steel UK upholds the commitments contained in its memorandum of understanding with steel unions following changes to the British Steel pension scheme."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, what estimate he has made of the number of homes insulated at Energy Performance Certificate Band D or below in each year since 2010; and if he will make a statement."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, what estimate he has made of the number of jobs in Warrington in the supply chain for BAe Systems."
"To ask the Secretary of State for International Trade, what progress has been made to meet the target to increase UK education exports to £30 billion by 2020."
"To ask the Secretary of State for International Trade, what assessment he has been made of the role of higher education exports in future free trade deals."
"To ask the Secretary of State for International Trade, how much of his Department's financial assistance to Ethiopia is dedicated to be passed on to Ethiopian (a) police or security forces and (b) organisations that have oversight over that country's police or security forces."
"To ask the Secretary of State for International Trade, how the Government plans to negotiate and sign new trade deals while still operating within an interim customs arrangement with the EU and while the UK's future trading relationship with the EU remains undecided."
"To ask the Secretary of State for International Trade, whether it remains the Government's policy to increase UK education exports to £30 billion by 2020."
"To ask the Secretary of State for International Trade, when he plans to publish the findings of his Department's review of the UK National Contact Point for the OECD Guidelines for Multinational Enterprises."
"To ask the Secretary of State for International Trade, what steps his Department is taking to support the sale of a second tranche of Typhoon aircraft to Saudi Arabia."
"To ask the Secretary of State for International Trade, for what reasons UK Export Finance can only lend for periods up to 10 years; by what legal authority the OECD imposes that lending restriction; what assessment he has made of the UK's trade position compared with that of international competitors as a result of that restriction; and if he will make a statement."
"To ask the Secretary of State for International Trade, what plans he has to replicate EU Anti-dumping legislation when the UK leaves the EU."
"To ask the Secretary of State for International Trade, pursuant to the Answer of 11 October 2017 to Question 106245, if he will place in the Library the minutes of meetings he or his Department's officials attended in July 2017 with counterparts in the US Administration and the Canadian Government on the Bombardier-Boeing dispute."
"To ask the Secretary of State for International Trade, pursuant to the Answer of 15 September 2017 to Question 9154, if he will publish details of (a) US Administration staff, (b) business representatives and (c) others with whom (i) he and (ii) his Departmental staff had meetings to discuss the Bombardier-Boeing dispute during his visit to the US in July 2017."
"To ask the Secretary of State for International Trade, pursuant to the Answer of 15 September 2017 to Question 9154, if he will publish the agenda of the plenary session of the first meeting of UK-US Trade and Investment Working Group that he chaired in July 2017."
"To ask the Secretary of State for Exiting the European Union, when he plans to publish the impact assessments of the UK leaving the EU."
"To ask the Secretary of State for Exiting the European Union, what steps he is taking to ensure that institutions in the UK are able to recruit and retain the best international cancer researchers after the UK leaves the EU; and if he will make a statement."
"To ask the Secretary of State for Digital, Culture, Media and Sport, whether the General Data Protection Regulation, (EU) 2016/679, requires consent for postal direct marketing to change from opt out to opt in; and if she will make a statement."
"To ask the Minister for the Cabinet Office, what assessment he has made of the potential merits of including a question in the next census about membership of the armed forces community."
"To ask the Minister for the Cabinet Office, how many 18 to 25-year olds in (a) the London Assembly area, (b) the Manchester mayoral area, (c) the Liverpool mayoral area and (d) Wales are recorded (i) in the latest census estimate and (ii) on the electoral register."
"To ask Mr Chancellor of the Exchequer, by what date the Government plans to introduce a statutory breathing space scheme for household debt."
"To ask Mr Chancellor of the Exchequer, what his Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask Mr Chancellor of the Exchequer, what recent estimate his Department has made of the cost to the public purse of tax-free childcare in 2017-18."
"To ask Mr Chancellor of the Exchequer, what estimate his Department has made of the average income of (a) two parent and (b) one parent families who use tax-free childcare."
"To ask Mr Chancellor of the Exchequer, whether he has plans to bring forward proposals for regulations to protect the motor industry from the effect of outstanding personal contract payment deals in the event of a depreciation in vehicle values."
"To ask Mr Chancellor of the Exchequer, what assessment his Department has made of the amount of revenue lost by the Exchequer due to the sale of illicit tobacco in the UK in the last year for which figures are available."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, how many schemes in Northern Ireland have been supported by the Enterprise Finance Scheme since it was established."
"To ask Mr Chancellor of the Exchequer, how many children have tax-free childcare accounts set up in their name."
"To ask Mr Chancellor of the Exchequer, in which year there were first references in his Department's publications to actual and anticipated public revenues from the use of fixed-odds betting terminals in high street premises; and if he will estimate the public revenues in each of the last 15 years, together with the estimates for the next three years, if the maximum stake on such terminals were (a) £2, (b) £5, (c) £10, (d) £20 and (e) £100."
"To ask the Secretary of State for Communities and Local Government, when he plans formally to respond to the Work and Pensions and Communities and Local Government Select Committees' joint report on the future of supported housing."
"To ask the Secretary of State for Work and Pensions, whether his Department has undertaken an equalities impact assessment of the proposed cap to housing benefit for people in supported housing."
"To ask the Secretary of State for Communities and Local Government, with reference to the Five Year Forward View for Mental Health, published in February 2016, what progress has been made on building the evidence base on specialist housing support for vulnerable people with mental health problems."
"To ask the Secretary of State for Communities and Local Government, what plans he has to ensure the roll-out of improved energy efficiency in domestic properties."
"To ask the Secretary of State for Communities and Local Government, what his Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Communities and Local Government, when he plans to publish the Government response to the Casey Review."
"To ask the Secretary of State for Communities and Local Government, what steps the Government is taking to tackle high ground rent rates associated with new build properties sold on a leasehold only basis."
"To ask the Secretary of State for Communities and Local Government, what plans he has to tackle the practice of developers selling new build properties on a leasehold only basis; and what plans he has to prevent developers from applying such leasehold conditions to those homes intended as low-cost housing as a planning condition."
"To ask the Secretary of State for Communities and Local Government, what recent progress he has made on reforming the leasehold property system."
"To ask the Secretary of State for Communities and Local Government, if he will make an assessment of the feasibility of establishing an event to mark the contribution that the emergency services make to communities and to thank them for the work they do during times of crisis."
"To ask the Secretary of State for Communities and Local Government, what discussions he has had with the Chancellor of the Exchequer on increasing the settlement for local government in the next budget."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment she has made of the level of spending by local authorities on projects related to culture and the arts in each of the last seven years."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what recent estimate she has made of the number of women on sports governing bodies."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what level of funds her Department has spent on addressing problem gambling in each of the last five years."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what her Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Digital, Culture, Media and Sport, whether the Government plans to implement the European Electronic Communications Code in the event that it becomes EU law (a) before any transitional period, (b) during any transition period and (c) after the UK leaves the EU."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment her Department has made of the adequacy of the Football Association's safeguarding procedures."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what steps her Department is taking to increase LGBT participation in sport."
"To ask the Secretary of State for the Home Department, how many junior football coaches have been charged with sexual offences in each of the last five years."
"To ask the Secretary of State for Defence, whether Joint Force 2025 will be affected by the review of the Strategic Defence and Security Review 2015."
"To ask the Secretary of State for Defence, with reference to the commitments set out in the 2015 Strategic Defence and Security Review, what the forecast value is of his Department's future orders for (a) P8 Maritime Patrol Aircraft and (b) Apache AH-64E helicopters."
"To ask the Secretary of State for Defence, when his Department plans to publish the results of its review of the 2015 Strategic Defence and Security Review being undertaken by its Director for Strategic Planning."
"To ask the Secretary of State for Defence, what discussions he has had with the Secretary of State for Northern Ireland on the potential job losses at Bombardier in Belfast; and if he will make a statement."
"To ask the Secretary of State for Defence, what the current planned operational retirement date is for (a) HMS Albion, (b) HMS Bulwark and (c) HMS Ocean."
"To ask the Secretary of State for Defence, if he will make an assessment of the potential loss of (a) HMS Albion and (b) HMS Bulwark on the ability of the Royal Marines to deploy overseas."
"To ask the Secretary of State for Defence, what plans the Government has to sustain UK amphibious capabilities to 2025."
"To ask the Secretary of State for Defence, how much his Department has paid to Boeing in each of the last five years."
"To ask the Secretary of State for Defence, what his Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Defence, what the recent refit cost of HMS Albion was."
"To ask the Secretary of State for Defence, how many M3 amphibious bridging vehicles were deployed during NATO exercises in each of the last 10 years; what the name of the (a) exercise and (b) unit was engaged in each of those exercises; and if he will make a statement."
"To ask the Secretary of State for Defence, how many M3 amphibious bridging vehicles were utilised in (a) Operation Iron Wolf and (b) Saber Guardian; what the names of the units utilising those vehicles were; and if he will make a statement."
"To ask the Secretary of State for Defence, how many M3 amphibious bridging vehicles have been based in Germany in each of the last 10 years; and if he will make a statement."
"To ask the Secretary of State for Defence, how many M3 amphibious bridging vehicles (a) have been purchased, (b) are in service and (c) are held in reserve; and if he will make a statement."
"To ask the Secretary of State for Education, with reference to page 13 of the IPPR report, Making The Difference: Breaking the link between school exclusion and social exclusion, what assessment she has made of the implications for her policies of the findings that the number of pupils educated in schools for excluded pupils is five times higher than the number of officially permanently excluded pupils."
"To ask the Secretary of State for Education, when her Department plans to announce levels of government support for state-maintained nurseries for the years after 2019."
"To ask the Secretary of State for Education, how many learners were enrolled on ESOL courses between the ages of (a) 19 to 25, (b) 26 to 30, (c) 31 to 45, (d) 45 to 54 and (e) over 55 in the years (i) 2009-10, (ii) 2012-13, (iii) 2014-15, (iv) 2015-16 and (v) 2016-17."
"To ask the Secretary of State for Education, how many and which (a) academies and (b) free schools applied to her Department to have their funding arrangements changed to allow them to vary their school admissions requirements in 2016-17; and which of those applications were approved."
"To ask the Secretary of State for Education, how much funding her Department provided to the Association of Independent Local Safeguarding Children's Board Chairs in 2016-17."
"To ask the Secretary of State for Education, what the hour funding rate was given to each of the eight early implementer areas (a) during the trial period for the 30 hours childcare entitlement and (b) following the rollout of that programme in September 2017."
"To ask the Secretary of State for Education, with reference to the Answer of 1 November 2016 to Question 50573, what plans she has to update statutory guidance to ensure that childcare providers are not using compulsory charges for parents as a condition of their children accessing a free childcare place with that provider."
"To ask the Secretary of State for Education, what her Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Education, when she will set out further details about the review of university funding announced by the Prime Minister at the Conservative Party Conference."
"To ask the Secretary of State for Education, whether the apprentice panel has met the board of the Institute for Apprenticeships."
"To ask the Secretary of State for Education, what assessment she has made of the adequacy of current levels of per pupil funding for students aged 16 to 19."
"To ask the Secretary of State for Education, with reference to the Answer of 2 November 2016 to Question 50565, how many staff of her Department are engaged in measuring the effect of the new entitlement for free early years education and childcare."
"To ask the Secretary of State for Education, with reference to the Answer of 21 October 2016 to Question 49012, on pre-school education, how much of that record investment in childcare has been allocated in 2016-17; to what programmes that funding has been allocated; and whether the Government plans to review the allocation process for that funding in each year until 2020."
"To ask the Secretary of State for Education, (a) how much and (b) what proportion of the adult education budget is funded by the European Social Fund in each English region."
"To ask the Secretary of State for Education, whether her Department has provided any funding for the website teachlist.net."
"To ask Mr Chancellor of the Exchequer, how many parents cannot currently access the money in their tax-free childcare account."
"To ask the Secretary of State for Education, whether third party organisations have access to data on the National Pupil Database; and if she will make a statement."
"To ask the Secretary of State for Education, what audit processes her Department has implemented to ensure that third-party organisations which access the National Pupil Database store and process that data in compliance with their original agreements with the Government."
"To ask the Secretary of State for Education, what assessment she has made of the potential merits of her Department working more closely with the Department of Health to ensure that special needs schools are not expected to increase the services they provide without receiving additional funding."
"To ask the Secretary of State for Education, if she will make an assessment of the potential merits of ensuring that those schools that have been underfunded relative to the national average for many years have priority in any applications for school building improvements."
"To ask the Secretary of State for Education, what recent estimate her Department has made of the proportion of the schools budget spent on supply teachers in (a) Kirklees, (b) West Yorkshire and (c) England in each of the last three years."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what steps his Department is taking to control deer and grey squirrel populations in Cornwall."
"To ask the Secretary of State for Environment, Food and Rural Affairs, which Minister of his Department is responsible for taking decisions to approve or reject specific proposals for projects to reintroduce beavers into the UK."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what his Department's policy is on the proposal for the reintroduction of beavers to the Forest of Dean near Lydbrook; which Minister of his Department is responsible for making a decision on that project; when such a decision will be made; whether that project requires approval by the Forestry Commission; whether such approval has been given; and what precise scientific evidence his Department will use to reach a decision on that matter."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what representations his Department has received on support for the National Institute of Agricultural Botany after the UK leaves the EU."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what his policy is on the reintroduction of beavers to the UK."
"To ask the Secretary of State for Environment, Food and Rural Affairs, how many hen harrier nests there were on (a) RSPB and (b) non-RSPB reserves in each of the last five years; how many of those nests failed to have any chicks fledge in each of those years; and what the known causes of each of those nest failures were."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what activities were undertaken by (a) Ministers and (b) staff of his Department to celebrate World Giraffe Day in (i) 2015, (ii) 2016 and (iii) 2017."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what his Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what taxpayer funded grants including EU funds have been received by the RSPB in the last five years."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what his Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what plans he has to discuss with the Libyan Government compensation for people affected by Libyan-sponsored terrorism in the UK."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the Answer of 19 September 2017 to Question 9881, on North Korea: sanctions, if he will list the (a) specific outreach activities undertaken by the 1718 DPRK Sanctions Committee with direct financial support from the Government and (b) total amounts of funding provided by the Government for each such activity."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will make representations to the Government of Colombia on reports of anti-narcotics police firing on a UN-led humanitarian mission investigating the killing of farmers in Tumaco."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the Answer of 19 September 2017 to Question 9872, what the Government's policy is on the circumstances under which it would consider imposing secondary sanctions on individuals, entities and governments found to have violated UN sanctions on North Korea's nuclear and ballistic missile programmes, in addition to existing sanctions under the relevant UN Security Council resolution."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the Answer of 19 September 2017 to Question 9879, what the Government's policy is on whether the Government of North Korea should be required to engage in multilateral talks on its ballistic missile programme as a precondition for talks on its nuclear programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what the UK's obligations under Article 5 of the North Atlantic Treaty are in relation to (a) Guam and (b) Hawaii; and if he will make a statement."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, whether the UK is under any obligation to provide military support to the Republic of Korea in the event of a resumption of hostilities on the Korean peninsular under the terms of (a) the Joint Policy Declaration on the Korean Armistice, signed in Washington DC on 27 July 1953, (b) any resolution of the UN Security Council or (c) any other international treaty agreement."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what representations his Department has made to the Government of Iran on the (a) destruction of the site of the mass grave of people killed in the 1988 prison massacre in Alivoz and (b) protection of that site to preserve forensic evidence for future investigations."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will (a) make representations to the UN High Commissioner for Human Rights on establishing an independent inquiry into the 1988 prison massacre in Ahvaz, Iran, and (b) respond to Early Day Motion 448 of Session 2016-17, entitled Death of political prisoners in Iran in 1988."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the Answer of 19 September 2017 to Question 9871, what recent assessment he has made of the extent of emerging consensus for new EU sanctions to be imposed on North Korea."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the political and security situation in Yemen."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the Answer of 19 September 2017 to Question 9879, what specific steps the Government of North Korea needs to take in order to manifest a serious and measurable change in behaviour to create the right conditions for talks on that country's nuclear programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the Answer of 19 September 2017 to Question 9879, what the Government's policy is on the length of time for which the Government of North Korea should be required to suspend its nuclear and ballistic missile testing in order to demonstrate the requisite change in its behaviour to create the right conditions for talks to begin on that country's nuclear programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the potential risks faced by UK nationals visiting North Korea; and what plans he has to revise his Department's travel advice for UK nationals visiting North Korea."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what information his Department holds on the number of UK nationals who visited North Korea in the most recent year for which figures are available."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions he has had with representatives of the (a) Government of Malaysia and (b) the Organisation for the Prohibition of Chemical Weapons on the progress of investigations into the death of Kim Jong Nam in Kuala Lumpur on 13 February 2017; and what information his Department holds on claims by the Government of Malaysia that traces of VX nerve agent were found on the body of the deceased."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the (a) size and (b) content of North Korea's stockpiles of (i) chemical and (ii) biological weapons."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what the Government's policy is on whether a formal request should be made for the UN Secretary-General to use his good offices to facilitate multilateral negotiations on North Korea's nuclear weapons programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent representations he has made to his counterparts in (a) the US and (b) South Korea on the potential basing of US tactical nuclear weapons in South Korea."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the diplomatic implications of the North Korean Government's rejection of an offer from the South Korean Government to engage in negotiations on North Korea's nuclear weapons programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions he has had with his counterparts in (a) the US and (b) North Korea on the circumstances under which the governments of those countries would be prepared to engage in multilateral negotiations on North Korea's nuclear weapons programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the potential implications of a decision by the US Administration to cease implementing the Joint Comprehensive Plan of Action with Iran on the prospects for resuming multilateral negotiations on North Korea's nuclear weapons programme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the diplomatic implications of the recent statement by his North Korean counterpart that the government of that country is considering carrying out an atmospheric nuclear test explosion; and what discussions he has had with his North Korean counterpart on that issue."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what steps his Department is taking towards achieving a two state solution to the Israel and Palestine conflict."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, with reference to the memorandum issued by the Governments of Russia, Iran and Turkey on 4 May 2017 following negotiations in Astana, what recent assessment he has made of the effectiveness to date of the establishment of deconfliction areas and security zones in Syria."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what steps he has taken in response to the recent violence in Catalonia."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions his Department has had with the Israeli Government on that government's legal obligation towards the people of the Gaza Strip and the Occupied Palestinian Territories under international law."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions his Department has had with the Israeli Government on the matter of the legality of Israeli settlements built in the  Occupied Palestinian Territories."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what his policy is on a ceasefire in Yemen being sought by means of a UN Security Council resolution; and if he will make a statement."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what steps the Government is taking to ensure that members of the Assad regime who have committed war crimes and human rights abuses are held to account."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent discussions he has had with his Pakistani counterpart on the protection of vulnerable Christian villagers in Pakistan against further attacks; and if he will make a statement."
"To ask the Secretary of State for Health, how many people have received counselling or other treatment for an addiction to gambling in the last 12 months."
"To ask the Secretary of State for Health, what estimate he has made of the number of people who have a gambling addiction."
"To ask the Secretary of State for Health, how many breast screening appointments were provided by (a) Lancashire Teaching Hospitals NHS Trust, (b) South Lancashire Breast Screening Service, (c) East Lancashire Breast Screening Service and (d) North Lancashire and South Cumbria Breast Screening Service in 2016; how many of those appointments were missed; and which venues were used by each of those services to provide those appointments."
"To ask the Secretary of State for Health, what assessment he has made of the implications for his Department's policies of the findings of the Lancet article, entitled How will Brexit affect health and health services in the UK? Evaluating three possible scenarios, published in September 2017; and whether he has had discussions with the Secretary of State for Exiting the European Union on those implications."
"To ask the Secretary of State for Health, what assessment his Department has made of the potential effect on the supply of medical devices to NHS patients in the event that there is no transitional period prior to the UK leaving the EU during which to implement changes in EU law made before or during such a transitional period."
"To ask the Secretary of State for Health, what discussions he has had with the Royal College of Nursing on the connection between height and prostate cancer risk."
"To ask the Secretary of State for Health, when the research on the effect of incineration on health commissioned by his Department and being undertaken by Imperial College, is expected to report."
"To ask the Secretary of State for Health, what data his Department holds on, and what assessment it has made of, the effects of gambling on mental health."
"To ask the Secretary of State for Health, what meetings he has had with the Secretary of State for Digital, Culture, Media and Sport on gambling addiction since May 2015."
"To ask the Secretary of State for Health, what discussions he has had with Lars Bruening, Bayer UK and Ireland CEO, as a result of the recognition by NICE of the merits of using Eylea to treat myopic choroidal neovascularisation."
"To ask the Secretary of State for Health, what the timetable is for the review of the Mental Health Act 1983."
"To ask the Secretary of State for Health, what steps the Government is taking to encourage and incentivise people to take up nursing."
"To ask the Secretary of State for Health, what recent assessment his Department has made of the prevalence of mental health problems among (a) children and (b) other people in the refugee community."
"To ask the Secretary of State for Health, which age groups have the lowest uptake of Healthy Start vouchers."
"To ask the Secretary of State for Health, what steps the Government is taking to ensure that the Healthy Start scheme delivers the goals of the Childhood Obesity Plan."
"To ask the Secretary of State for Health, what estimate his Department has made of the cost to the public purse of respiratory-related illnesses exacerbated by cold homes in the last five years."
"To ask the Secretary of State for Health, how much his Department spent on counselling and other treatment for people with an addiction to gambling in the last 12 months."
"To ask the Secretary of State for Health, what his Department's estimate is of the amount of EU legislation and regulation that can be incorporated into UK law without amendment."
"To ask the Secretary of State for Health, what steps his Department is taking to improve the planning and prioritisation of eye care services."
"To ask the Secretary of State for Health, what steps he plans to take to improve the level of practical support, including help at home or to getting back to work, offered to patients after a stem cell transplant."
"To ask the Secretary of State for Health, what plans he has to increase the number of endoscopists working in the NHS."
"To ask the Secretary of State for Health, what steps he is taking to increase the number of diagnostic radiographers working in the NHS; and if he will make a statement."
"To ask the Secretary of State for Health, what assessment he has made of progress on the Government's plans to provide justice to those affected by contaminated blood products."
"To ask the Secretary of State for Health, how many people living with HIV were accessing HIV medicines in (a) England, (b) each parliamentary constituency, (c) each clinical commissioning group and (d) each local authority area in the most recent year for which figures are available."
"To ask the Secretary of State for Health, what steps he plans to take to ensure that all stem cell transplant patients receive adequate care and support after treatment."
"To ask the Secretary of State for Health, if he will publish data on the uptake of HIV medicine by drug name in (a) England, (b) each parliamentary constituency, (c) each clinical commissioning group and (d) each local authority area in the most recent year for which figures are available."
"To ask the Secretary of State for Health, if he will publish data on the average period of time between a diagnosis of HIV and initiation on antiretroviral therapy in (a) England, (b) each parliamentary constituency, (c) each clinical commissioning group and (d) each local authority area in the most recent year for which figures are available."
"To ask the Secretary of State for Health, how many people living with HIV received treatment at each HIV clinic in England in the most recent year for which figures are available."
"To ask the Secretary of State for Health, what steps he has taken to make Brineura (cerliponase alfa) accessible for sufferers of Batten's disease."
"To ask the Secretary of State for Health, what assessment his Department has made of the suitability of current commissioning arrangements for services provided to patients after a stem cell transplant."
"To ask the Secretary of State for Health, if he will publish data on the number of people accessing HIV treatment by ethnicity in (a) England, (b) each parliamentary constituency, (c) each clinical commissioning group and (d) each local authority area in the most recent year for which figures are available."
"To ask the Secretary of State for Health, what steps have been taken by (a) Greater Preston, (b) Blackburn with Darwin, (c) West Lancashire and (d) West Lancashire Clinical Commissioning Groups (CCGs) to monitor the number of people who are offered referral for appropriate specialised management after receiving initial management for faecal incontinence; and how many people were offered referral for appropriate specialised management after receiving initial management for faecal incontinence by each CCG in each quarter between 1 March 2014 and 30 September 2017."
"To ask the Secretary of State for Health, pursuant to the Answer of 13 January 2017 to Question 59987, what steps have been taken related to the provision of ambulance services as part of NHS planning arrangements for winter 2017-18 and operational resilience planning to ensure the health and social care system is adequately prepared to cope with winter pressures."
"To ask the Secretary of State for Health, what his policy is on journalists attending the NHS Health and Care Innovation Expo."
"To ask the Secretary of State for Health, how much was spent by the NHS on locum doctors in each local authority in London in each of the last 12 months."
"To ask the Secretary of State for Health, how long on average it has taken to fill a vacant GP post in every (a) local authority and (b) constituency in London in each year since 2010."
"To ask the Secretary of State for Health, what steps he is taking to increase the number of GPs in Enfield; and if he will make a statement."
"To ask the Secretary of State for Health, what proportion of ambulances is currently provided by the public sector."
"To ask the Secretary of State for Health, what assessment he has made of the effect on (a) health inequalities and (b) public health and prevention of introducing charges to non-UK citizens using the NHS."
"To ask the Secretary of State for Health, if he will make an assessment of the effect of extending NHS charges to community services on the health of vulnerable groups including pregnant women and children who are not entitled to free health care services."
"To ask the Secretary of State for Health, how many ambulances in operation across England are more than (a) two, (b) five and (c) 10 years old."
"To ask the Secretary of State for Health, how many ambulances were in operation across England in each of the last 10 years for which figures are available."
"To ask the Secretary of State for Health, when he expects the NHS high-risk maintenance backlog to be remedied."
"To ask the Secretary of State for Health, what ministerial oversight there is of the capped expenditure process."
"To ask the Secretary of State for Health, what plans he has to improve the management of pain, including the use of fentanyl, for cancer patients."
"To ask the Secretary of State for Health, if he will publish the economic impact assessment of introducing charges to non-UK citizens for using NHS services."
"To ask the Secretary of State for Health, what representations has he received from the Pharmaceutical Services Negotiating Committee on single wholesaler distribution of pharmaceutical medicines and medical supplies."
"To ask the Secretary of State for Health, what assessment has he made of whether single wholesaler distribution of medicines and medical supplies offers value for money for patients."
"To ask the Secretary of State for the Home Department, when she plans to publish data on the number of people with a mental disorder removed to police stations under Section 135 or 136 of the Mental Health Act 1983 for the period between 1 April 2016 to 31 March 2017."
"To ask the Secretary of State for the Home Department, what recent assessment her Department has made of whether it will be possible to extend Airwave beyond March 2020."
"To ask the Secretary of State for the Home Department, whether the Government plans to commence the transition from Airwave to ESMCP in December 2017."
"To ask the Secretary of State for the Home Department, what proportion of priority applications for Tier 2 visas were not processed before the 60 day limit in each of the last three years."
"To ask the Secretary of State for the Home Department, what the current waiting time is for processing a Disclosure and Barring Service check for a British citizen."
"To ask the Secretary of State for the Home Department, whether her Department has issued a letter to Saleh Ibrahim Mabrouk stating that she is not a suspect in the murder of Yvonne Fletcher."
